TweetsID,Cleaned_Tweets
62c048685dcb23acdffbd38d,user_mention user_mention funny how russia apologists never worry about the 2 million afghans they killed during the soviet invasion 
62c0490c5dcb23acdffbd3c5,user_mention user_mention user_mention inflation is a global issue caused by supply chain problems from covid something biden has little to no control over and it will sort itself out over time gas prices caused by russias invasion and biden is trying to reduce dependency on fossil fuels and is pushing evs
62c0494b5dcb23acdffbd3dd,lets take a short trip down the memory lane russia has destroyed the ukrainian antiair defense and aviation aviation within hours of the invasion russia will take kyiv within 48 hours western weapon supplies to ukraine are a red line
62c049985dcb23acdffbd3fb,user_mention russians said the same lies about zolote with hundrends of equipment and thousands of pows the new package brings the us commitment to approximately 69 billion since the beginning of invasion URL 
62c049e45dcb23acdffbd417,user_mention russians said the same lies about zolote with hundreds of equipment and thousands of pows the new package brings the us commitment to approximately 69 billion since the beginning of invasion URL 
62c049fb5dcb23acdffbd41c,correction invasion forces stall while plays hurry up and wait while heavy weapons amp smart ammo deliveries proceed at a snails pace
62c04a015dcb23acdffbd41d,user_mention this post has lots of information about how badly donbas was getting shelled prior to the invasion quora editors censored it but someone saved a copy which includes valuable un data URL 
62c04abf5dcb23acdffbd455,user_mention user_mention heres how badly donbas was getting shelled prior to the invasion the us didnt care then when it was mainly people in donbas getting killed URL 
62c04ac45dcb23acdffbd459,police arrest 42 railway cars belonging to russian companies the arrested railway wagons belonging to companies registered in russia are valued at over 1 million the cars entered the territory of ukraine before the beginning of russias fullscale invasion
62c04ad95dcb23acdffbd45f,a ukrainian street may be renamed in honor of a combat drone local residents of kamianske dnipropetrovsk region voted to rename baikalska street to bayraktarska after the bayraktar combat drone which has become a symbol of ukraines resistance to russias invasion URL 
62c04b005dcb23acdffbd46f,user_mention user_mention couldnt there be a sort of regional defense pact not formally allied with russia or nato but which maintains agreements with nato or some countries therein in case of invasion
62c04b555dcb23acdffbd493,user_mention the free world must stand up and help ukraine to reach the moment of this far and no farther against russias invasion we must never tire never look away never seek capitulation because of putins grain blockades destruction or energy extortion the tide can and will turn
62c04b6c5dcb23acdffbd49d,when russian troops started a fullscale invasion of ukraine many have feared that the progress the baltic states have made could be upended so baltic journalists are covering the war in ukraine as if its their own because in many ways it is URL URL 
62c04b825dcb23acdffbd49f,russias losses amount to over 35870 soldiers since start of fullscale invasion of ukraine afu general staff URL 
62c04bb25dcb23acdffbd4a9,war imposed on ukraine supplmntd by sanctions on russia heavily affcting the food exports low food prod due to climatechange came as salt to injury on a world looking into global famine this article beautifully explains the nuances in detail foodsecurity 
62c04bb25dcb23acdffbd4ad,this post has lots of information about how badly donbas was getting shelled prior to the invasion quora editors censored it but someone saved a copy which includes valuable un data URL 
62c04bb65dcb23acdffbd4af,this should have been done before russia invaded ukraine maybe would have prevented invasion biden admin to give 820 million more in military aid to ukraine URL 
62c04bef5dcb23acdffbd4c1,as a major fuel exporter russias invasion of ukraine has thrown global energy markets into turmoil our new data tool examines various countries reliance on russian oil natural gas amp coal and how those imports are being used in their energy systems URL URL 
62c04c045dcb23acdffbd4c9,most excellent every bit big and little hurts russias war mongering efforts
62c04c3c5dcb23acdffbd4e2,because of that the only way to treat russia is ignoring their discourse entirely and making sure they do in fact lose their army in ukraine asap then they can retreat back behind their border declare victory and start preparing for the next invasion we will prepare too
62c04c6c5dcb23acdffbd4ed,user_mention user_mention user_mention in fact it has been argued that all of these factors and others make russias invasion of the ukraine legal all of these reasons gave legitimacy for russia to react and invade the us has invaded countless countries for less than half the reasons
62c04cb25dcb23acdffbd501,just in i russia ukraine geopolitical crisis president joe biden said there may be no end to high gas prices in the us until russias invasion of ukraine is thwarted read more and download the latest update on russia and ukraine conflict at URL URL 
62c04cc05dcb23acdffbd507,how do you arrest a railway car
62c04d035dcb23acdffbd51c,how do you arrest railway cars
62c04da35dcb23acdffbd551,this one has to become the last european colonial war and it is a need the defeat of imperialist russia to protect and defence the security of the new generations of free europeans user_mention real deterrence is our best compellence today
62c04dae5dcb23acdffbd557,user_mention user_mention user_mention user_mention user_mention people like they have 10k tanks and all this other stuff but didnt maintenance it like yea okay germany secretly built biggest army in europe before ww2 but russia couldnt secretly incrementally maintenance their stockpiles in the buildup to invasion is kind of absurd
62c04de45dcb23acdffbd56b,user_mention user_mention israel is the largest single recipient of us military aid until russias invasion of ukraine although the us aid generally is paltry as a of the federal budget ending us aid to israel is about ending our complicity with israels apartheid rule over the palestinians
62c04e4d5dcb23acdffbd57f,president volodymyr zelensky told nato leaders on wednesday that ukraine needs modern weapons and more financial aid in its fight against russias invasion 5 billion needed on a monthly basis ukraine president volodymyr zelensky told nato leaders URL 
62c04e4e5dcb23acdffbd581,user_mention user_mention double standard amp hypocricy of zionist control media no report nor criticism nor condemnation of india nor of israel who have not said against russia invasion of ukraine in fact buying oil gas amp wheat against us boycott yet asking pakistan to condemn
62c04e7f5dcb23acdffbd58f,user_mention user_mention user_mention user_mention user_mention user_mention well russia started to amass troops and equipment close to the ukrainian border months before the invasion but they had had military exercises previously so many believed itd be the case again or that only donbass would be attacked so why stir panic unnecessarily
62c04e925dcb23acdffbd593,this man is always in rush to justify their incompetence using other countries since that same 2016 egypt has transformed rapidly while ghana has been set back at least 10yrs by your akuffo addo govt dont run from the country when power changes oo you must give account 
62c04ecb5dcb23acdffbd59f,all told the us has committed more than 88 billion in weapons amp military training to ukraine whose leaders have sought more help from western allies to repel larger amp heavily equipped russian forces about 7 bn of that aid has been announced since russias feb invasion
62c04fcb5dcb23acdffbd5d3,user_mention war track poll 062526 qshare of the following who are very or somewhat concerned about russias invasion of ukraine concerned overall 84 dems 91 ind 78 republicans 81 23 URL 
62c04fcc5dcb23acdffbd5d5,puppet biden administration seems content with high gas prices as americans wallets take a hit URL 
62c04fdb5dcb23acdffbd5df,2 tuesday we reported on the russian strike in kremenchuk user_mention was live at the nato summit in madrid and user_mention reacted to remarks made by the head of the british army that this invasion is the uks 1937 moment URL 
62c04fdf5dcb23acdffbd5e3,the european response to the ukraine crisis has been twopronged imposing economic sanctions on russia and seeking alternative sources of energy URL 
62c04feb5dcb23acdffbd5eb,putins terrorizm is explosion of houses malls theaters amp hospitals putins terrorizm is bucha mariupol kramatorsk amp kremenchuk putins terrorizm killed 30k civilians stopputin stopputinsterrorizm terrorizt leader must be defeated URL 
62c050185dcb23acdffbd5f4,biden says high gas prices will continue as long as it takes to defeat russias invasion of ukraine pain at the pump gas stations can now hold up to 175 on your credit or debit card can you believe this can you imagine getting 4000 in gas and them holding 17500 URL 
62c050385dcb23acdffbd5f8,user_mention user_mention user_mention user_mention user_mention please confirm the source of your comment that we are selling ukraine weapons rather than giving them also where is your evidence for us selling weapons to russia since the invasion started other than to fulfil any unavoidable contractual requirements if at all URL 
62c0504c5dcb23acdffbd5ff,user_mention the netherlands with all their solar panel farms is also purchasing surprising amounts of gas and fossils from you know who and its not even winter this winter europe is up for an energy crisis with hyperinflation and food shortages URL 
62c050905dcb23acdffbd614,20 ukraine police say they seized 42 railway cars belonging to russian companies
62c050a05dcb23acdffbd617,day 129 russias invasion of ukraine russia hits ukrainian military sites in donbass and mykolaiv storage sites in the zaporizhzhia and pounding the city of lysychansk and its surroundings in an allout attempt to seize the last stronghold of resistance in eastern URL 
62c050ba5dcb23acdffbd61f,user_mention user_mention would the us tolerate russia and china putting thousands of troops in cuba and mexico why would russia tolerate nato putting hundreds of thousands of troops near their border their invasion of ukraine is defensive to preserve their culture and their sovereignty
62c050cf5dcb23acdffbd629,user_mention user_mention user_mention but now we got highest inflation in 40 yrs crime rates exploding border invasion and a proxy war with russia and dont forget the disater withdrawal of afghanistan baby formula shortage and btw more died from covid under biden
62c050d85dcb23acdffbd62b,day 129 of the invasion of ukraine kyiv accused russia of shelling snake island with phosphorus bombs URL sofia news agency URL 
62c050ea5dcb23acdffbd631,has anyone one seen or forget when biden was saying last july saying inflation is up but it is temporary biden is lying when he says its russia fault it was going up way before invasion run the tape how come biden is not saying how much we are saving this 4th of july
62c051065dcb23acdffbd637,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention and russia currently waging a aggressive war of invasion against a sovereign nation has any moral authority or credibility putin and his gang are making russia a pariah state the russian people deserve better than the war criminals in the kremlin
62c051265dcb23acdffbd63f,members of russias elite fled their country after the invasion of ukraine but others who had close ties to the west stayed behind struggling to redefine their lives their choices do not add up to a broad challenge to vladimir putins war from russian elites no sign of b URL 
62c0515b5dcb23acdffbd64f, day 129 russias invasion of ukraine russia hits ukrainian military sites in donbass and mykolaiv storage sites in the zaporizhzhia and pounding the city of lysychansk and its surroundings in an allout attempt to seize the URL 
62c051a25dcb23acdffbd663,user_mention i think theres an argument to reclaiming the one city on the western side of the river so ifwhen russia decides to invade again theyd have to do a river crossing but i dont know how feasible doing that is and kyiv would still be super close to any invasion
62c051c85dcb23acdffbd66d,did someone just unfollow me for saying that ukraine isnt perfect i literally stated that they have the right to defend themselves i wasnt supporting the russia invasion
62c051f95dcb23acdffbd677,since the beginning of russias fullscale invasion of ukraine 407 war crimes by troops against the cultural heritage of ukraine have been recorded
62c0523c5dcb23acdffbd67d,5 billion per month sweet war is not cheap people
62c052445dcb23acdffbd681,potentially good news
62c0525a5dcb23acdffbd68d,user_mention user_mention this post has lots of information about how badly donbas was getting shelled prior to the invasion quora editors censored it but someone saved a copy which includes valuable un data URL 
62c052615dcb23acdffbd68f,user_mention user_mention skimmed it and will read again later but so far hasnt changed my view that russias invasion of a sovereign country pounding its cities into dust and massacring civilians is deffo the greater of the evils
62c0527e5dcb23acdffbd6a1,day 129 of russias illegal invasion of ukraine photos from serhiivka where yesterday at least 21 people were killed in their apartments after russian missile attacks near the port of odesa photos oleksandr gimanov and anadolu agency URL 
62c0527e5dcb23acdffbd6a3,user_mention user_mention government policy undeniably plays the largest role in the price of oil it has nothing to do with price gouging and only about 050 of the price of a gallon of gas can be attributed to russias invasion of ukraine
62c052e05dcb23acdffbd6bc,user_mention there is a cause amp consequence to every event the west love to focus on the consequence the invasion focus must be on the cause why did russia feel that war was the only way what did nato eastward push amp arming ukr play russia stated its grievance many times but was ignored
62c052e95dcb23acdffbd6c1, energymonitor with energy prices hitting record highs this year driven in part by russias invasion of ukraine britain set targets to increase wind nuclear and solar generation while supporting domestic production of oil and gas URL 
62c053155dcb23acdffbd6cb,user_mention user_mention morning consult share of the following who say is not doing enough to halt s invasion of voters 27 dem 25 ind 28 gop 27 s govt has a responsibility to protect amp defend from voters 44 dem 57 ind 37 gop 34 june 2526 2022 URL URL 
62c0536c5dcb23acdffbd6e4,one of the biggest attacks on world peace in recent history russias unprovoked invasion of ukraine is falling out of the headlines heres what may happen URL user_mention
62c053c35dcb23acdffbd705,user_mention user_mention prior to invasion most realists made the argument that russia was weak and therefore europe can defend itself see posen URL this has always been the argument from people like mearsheimer too russia is weak china is the threat let europe handle itself
62c053d25dcb23acdffbd708,russias invasion in ukraine is more than 100 days in upending the lives of millions would recommend user_mention piece this weekend where she details what life was been like for former ukrainian prisoners of war and their families URL 
62c053f45dcb23acdffbd711,user_mention user_mention in fact postinvasion realists like posen mearsheimer and walt held a zoom debate with meijer their argument meijer had been proven wrong by events meijers argument dont underestimate russia because of this URL 
62c054235dcb23acdffbd71c,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention us foreign policy has a long history of using people as foils kurds in iraq montagnards in vietnam and elsewhere the us objective is to bleed russia this was before the 24 feb invasion in this case its working fine the ukrainians are doing the fighting and dying
62c0549a5dcb23acdffbd73d,user_mention user_mention user_mention wait till you are invaded by a home invasion or a evil power such as china or russia invade your precious little world
62c055165dcb23acdffbd755,user_mention user_mention user_mention user_mention user_mention i agree arming ukraine can seen as provocative an even bigger provocation was when russia launched a full scale invasion of another people who do not want them there also you dodged both my questions but i dont think you want to answer them
62c055375dcb23acdffbd75d,russian officials hit by three assassination attempts over ukraine invasion cars blowing up URL via user_mention
62c055435dcb23acdffbd75f,snake island was one of the first battlegrounds of russias ukraine invasion now kyiv has scored a key strategic victory ukrainian officials said they drove troops out after a huge overnight military assault URL 
62c055645dcb23acdffbd765,russias new 100 rouble banknote is impossible to withdraw from atms after western firms that program cash machine quit the country following ukraine invasion via URL URL 
62c055845dcb23acdffbd76d,user_mention we all know the governments employers companies are using russia invasion as an excuse everyone wants to reclaim covid19 financial losses oil is supposedly at a high demand but the world is in recession almost and there is no demand full oil tankers at sea where have the gone
62c055945dcb23acdffbd775,the user_mention plans to issue a clarification that will allow russia to resume the transit of goods to kaliningrad through lithuania but only in the amount commensurate with supplies before the fullscale russian invasion of ukraine der spiegel writes citing its sources
62c055a05dcb23acdffbd77b,user_mention a sedonist objective is to destabilize our nation for his own benefit his objectivve is to create confusion and chaos war criminal putins invasion of ukraine a major manmade global disruption since russias invasion of ukraine gas prices have skyrocketed you want to harm URL 
62c055e95dcb23acdffbd781,with democrats in power taiwan is in big trouble
62c056c15dcb23acdffbd7b3, the magnitude of the evidence collected and cataloged by the times shows that the use of these kinds of weapons by russia has not been limited or anomalous in fact it has formed the backbone of the countrys strategy for war since the beginning of the invasion
62c056c95dcb23acdffbd7b7,user_mention user_mention many people dont know it because know they are just following the current thing but western media was extremely neutral before the invasion reporting about ukrainian nationalists was common it all changed after russia started this invasion
62c0570b5dcb23acdffbd7c2,user_mention user_mention user_mention user_mention ok so the government namely just the democrats are responsible for the global recesssionbecause they cause the pandemicand russias invasion of ukraine is lawful no wayyyyyyyyyy
62c057355dcb23acdffbd7cc,i also looked into out how massive world events like russias invasion of ukraine impacted local businesses URL 
62c057355dcb23acdffbd7ce,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention mr lavrov does understand that western sanctions are the direct result of russias illegal invasion of ukraine doesnt he he just seems a little confused about cause and effect and the chronology of events here
62c057905dcb23acdffbd7e0,could this possibly be the beginning of returning belarus to the rightful president you know the one who really won the election before the littledicktator wannabe had putins help to beat his countryman until he stayed in power
